FID,barcode,dwg_desig,type,light_type,capitol_ar,location_d,luminaire_,bulb_qty,watts,luminaire1,luminair_1,luminair_2,pole_color,height_ft,luminair_3,equipment_,Latitude,Longitude,pepco_no,inst_date,prev_paint,next_paint,maint_by,ToStatePla,to_Zone,Y,X
59,60.000000000000000,103.000000000000000,10.000000000000000,HISTORICAL CUSTOM ACORN STYLE POST TOP MOUNTED STREET LIGHT. IRON RAILING BUILT INTO HAND RAIL,Capitol Hill,CAPITOL GROUNDS WALKWAY TO MAIN ENTRANCE STEPS,ACORN,1.000000000000000,100.000000000000000,METAL HALIDE,M90R MP100/U/MED,IRON RAILING, ,10.000000000000000,BLACK,NONE,38.889913999999997,-77.010452000000001, ,,,,HV,1900.000000000000000,1900.000000000000000,135785.728000000000000,399093.224999999980000
60,61.000000000000000,104.000000000000000,10.000000000000000,HISTORICAL CUSTOM ACORN STYLE POST TOP MOUNTED STREET LIGHT. IRON RAILING BUILT INTO HAND RAIL,Capitol Hill,CAPITOL GROUNDS WALKWAY TO MAIN ENTRANCE STEPS,ACORN,1.000000000000000,100.000000000000000,METAL HALIDE,M90R MP100/U/MED,IRON RAILING, ,10.000000000000000,BLACK,NONE,38.890099999999997,-77.010394000000005, ,,,,HV,1900.000000000000000,1900.000000000000000,135806.374000000010000,399098.259000000020000
61,62.000000000000000,105.000000000000000,15.000000000000000,ACORN STYLE POST TOP MOUNTED STREET LIGHT.,Capitol Hill,CAPITOL GROUNDS WALKWAY TO MAIN ENTRANCE STEPS,ACORN,1.000000000000000,100.000000000000000,METAL HALIDE,M100R MVR100/U/MED,COLUMN POLE, ,10.000000000000000,BLACK,NONE,38.890270999999998,-77.010294000000002, ,,,,HV,1900.000000000000000,1900.000000000000000,135825.356000000000000,399106.936999999980000
62,63.000000000000000,106.000000000000000,15.000000000000000,ACORN STYLE POST TOP MOUNTED STREET LIGHT.,Capitol Hill,CAPITOL GROUNDS WALKWAY TO MAIN ENTRANCE STEPS,ACORN,1.000000000000000,100.000000000000000,METAL HALIDE,M100R MVR100/U/MED,COLUMN POLE, ,10.000000000000000,BLACK,NONE,38.890270000000001,-77.010384999999999, ,,,,HV,1900.000000000000000,1900.000000000000000,135825.246000000010000,399099.042000000020000
63,64.000000000000000,107.000000000000000,1.000000000000000,ACORN STYLE POST TOP MOUNTED STREET LIGHT,Capitol Hill,CAPITOL BUILDING GROUNDS WALKWAY - PATH TO MAIN STEPS,ACORN,1.000000000000000,100.000000000000000,METAL HALIDE,M90R MP100/U/MED,POLE, ,10.000000000000000,GREEN,NONE,38.890542000000003,-77.010496000000003, ,,,,HV,1900.000000000000000,1900.000000000000000,135855.440999999990000,399089.416000000030000
64,65.000000000000000,108.000000000000000,1.000000000000000,ACORN STYLE POST TOP MOUNTED STREET LIGHT,Capitol Hill,CAPITOL BUILDING GROUNDS WALKWAY - PATH TO MAIN STEPS,ACORN,1.000000000000000,100.000000000000000,METAL HALIDE,M90R MP100/U/MED,POLE, ,10.000000000000000,GREEN,NONE,38.890799000000001,-77.010549999999995, ,,,,HV,1900.000000000000000,1900.000000000000000,135883.970000000000000,399084.734000000000000
65,66.000000000000000,109.000000000000000,1.000000000000000,ACORN STYLE POST TOP MOUNTED STREET LIGHT,Capitol Hill,CAPITOL BUILDING GROUNDS WALKWAY - CONSTITUTION AVE NW,ACORN,1.000000000000000,100.000000000000000,METAL HALIDE,M90R MP100/U/MED,POLE, ,10.000000000000000,GREEN,NONE,38.891032000000003,-77.010822000000005, ,,,,HV,1900.000000000000000,1900.000000000000000,135909.837999999990000,399061.140000000010000
66,67.000000000000000,110.000000000000000,1.000000000000000,ACORN STYLE POST TOP MOUNTED STREET LIGHT,Capitol Hill,CAPITOL GROUNDS WALKWAY  - CONSTITUTION AVE NW,ACORN,1.000000000000000,100.000000000000000,METAL HALIDE,M100R MVR100/U/MED,POLE, ,10.000000000000000,GREEN,NONE,38.891126000000000,-77.011397000000002, ,,,,HV,1900.000000000000000,1900.000000000000000,135920.279000000010000,399011.256999999980000
67,68.000000000000000,111.000000000000000,1.000000000000000,ACORN STYLE POST TOP MOUNTED STREET LIGHT,Capitol Hill,CAPITOL GROUNDS WALKWAY - CONSTITUTION AVE NW,ACORN,1.000000000000000,100.000000000000000,METAL HALIDE,M90R MP100/U/MED,POLE, ,10.000000000000000,GREEN,NONE,38.891457000000003,-77.011489999999995, ,,,,HV,1900.000000000000000,1900.000000000000000,135957.022999999990000,399003.194000000020000
68,69.000000000000000,112.000000000000000,1.000000000000000,ACORN STYLE POST TOP MOUNTED STREET LIGHT,Capitol Hill,CAPITOL GROUNDS WALKWAY - CONSTITUTION AVE NW,ACORN,1.000000000000000,100.000000000000000,METAL HALIDE,M90R MP100/U/MED,POLE, ,10.000000000000000,GREEN,NONE,38.891722000000001,-77.011752999999999, ,,,,HV,1900.000000000000000,1900.000000000000000,135986.443000000000000,398980.380999999990000
69,70.000000000000000,113.000000000000000,14.000000000000000,HISTORICAL CUSTOM ACORN STYLE POST TOP MOUNTED STREET LIGHT MOUNTED ON COLUMN,Capitol Hill,CAPITOL GROUNDS WALKWAY - CONSTITUTION AVE NW,ACORN,1.000000000000000,100.000000000000000,METAL HALIDE,M90R MP100/U/MED,COLUMN POLE, ,8.000000000000000,BRONZE,NONE,38.891942000000000,-77.011435000000006, ,,,,HV,1900.000000000000000,1900.000000000000000,136010.861999999990000,399007.972000000010000
70,71.000000000000000,114.000000000000000,1.000000000000000,ACORN STYLE POST TOP MOUNTED STREET LIGHT,Capitol Hill,CAPITOL GROUNDS WALKWAY - CONSTITUTION AVE NW,ACORN,1.000000000000000,100.000000000000000,METAL HALIDE,M90R MP100/U/MED,POLE, ,10.000000000000000,GREEN,NONE,38.891866000000000,-77.011292999999995, ,,,,HV,1900.000000000000000,1900.000000000000000,136002.423000000010000,399020.289999999980000
71,72.000000000000000,115.000000000000000,1.000000000000000,ACORN STYLE POST TOP MOUNTED STREET LIGHT,Capitol Hill,CAPITOL GROUNDS WALKWAY - CONSTITUTION AVE NW,ACORN,1.000000000000000,100.000000000000000,METAL HALIDE,M90R MP100/U/MED,POLE, ,10.000000000000000,GREEN,NONE,38.891953000000001,-77.010678999999996, ,,,,HV,1900.000000000000000,1900.000000000000000,136012.075000000010000,399073.558000000020000
72,73.000000000000000,116.000000000000000,1.000000000000000,ACORN STYLE POST TOP MOUNTED STREET LIGHT,Capitol Hill,CAPITOL BUILDING GROUNDS WALKWAY - CONSTITUTION AVE NW,ACORN,1.000000000000000,100.000000000000000,METAL HALIDE,M90R MP100/U/MED,POLE, ,10.000000000000000,GREEN,NONE,38.891593999999998,-77.010758999999993, ,,,,HV,1900.000000000000000,1900.000000000000000,135972.223999999990000,399066.613000000010000
73,74.000000000000000,117.000000000000000,1.000000000000000,ACORN STYLE POST TOP MOUNTED STREET LIGHT,Capitol Hill,CAPITOL BUILDING ENTRANCE DRIVEWAY - CONSTITUTION AVE NW,ACORN,1.000000000000000,100.000000000000000,METAL HALIDE,M100R MVR100/U/MED,POLE, ,10.000000000000000,GREEN,NONE,38.891751999999997,-77.010469000000001, ,,,,HV,1900.000000000000000,1900.000000000000000,135989.760000000010000,399091.773999999980000
74,75.000000000000000,118.000000000000000,1.000000000000000,ACORN STYLE POST TOP MOUNTED STREET LIGHT,Capitol Hill,CAPITOL BUILDING GROUNDS WALKWAY - CONSTITUTION AVE NW,ACORN,1.000000000000000,100.000000000000000,METAL HALIDE,M90R MP100/U/MED,POLE, ,10.000000000000000,GREEN,NONE,38.891517999999998,-77.010591000000005, ,,,,HV,1900.000000000000000,1900.000000000000000,135963.785000000000000,399081.186999999980000
75,76.000000000000000,119.000000000000000,1.000000000000000,ACORN STYLE POST TOP MOUNTED STREET LIGHT,Capitol Hill,CAPITOL BUILDING GROUNDS WALKWAY - CONSTITUTION AVE NW,ACORN,1.000000000000000,100.000000000000000,METAL HALIDE,M90R MP100/U/MED,POLE, ,10.000000000000000,GREEN,NONE,38.891362000000001,-77.010773999999998, ,,,,HV,1900.000000000000000,1900.000000000000000,135946.470000000000000,399065.308000000020000
76,77.000000000000000,120.000000000000000,1.000000000000000,ACORN STYLE POST TOP MOUNTED STREET LIGHT,Capitol Hill,CAPITOL BUILDING GROUNDS WALKWAY - CONSTITUTION AVE NW,ACORN,1.000000000000000,100.000000000000000,METAL HALIDE,M90R MP100/U/MED,POLE, ,10.000000000000000,GREEN,NONE,38.891388999999997,-77.010497999999998, ,,,,HV,1900.000000000000000,1900.000000000000000,135949.465000000000000,399089.253000000030000
77,78.000000000000000,121.000000000000000,1.000000000000000,ACORN STYLE POST TOP MOUNTED STREET LIGHT,Capitol Hill,CAPITOL BUILDING GROUNDS WALKWAY - CONSTITUTION AVE NW,ACORN,1.000000000000000,100.000000000000000,METAL HALIDE,M90R MP100/U/MED,POLE, ,10.000000000000000,GREEN,NONE,38.891536000000002,-77.010225000000005, ,,,,HV,1900.000000000000000,1900.000000000000000,135965.780000000000000,399112.939000000010000
78,79.000000000000000,122.000000000000000,1.000000000000000,ACORN STYLE POST TOP MOUNTED STREET LIGHT,Capitol Hill,CONSTITUTION AVE NW,ACORN,1.000000000000000,100.000000000000000,METAL HALIDE,M90R MP100/U/MED,POLE, ,10.000000000000000,GREEN,NONE,38.891924000000003,-77.010464999999996, ,,,,HV,1900.000000000000000,1900.000000000000000,136008.853000000000000,399092.123000000020000
79,80.000000000000000,123.000000000000000,1.000000000000000,ACORN STYLE POST TOP MOUNTED STREET LIGHT,Capitol Hill,CAPITOL BUILDING ENTRANCE DRIVEWAY - CONSTITUTION AVE NW,ACORN,1.000000000000000,100.000000000000000,METAL HALIDE,M100R MVR100/U/MED,POLE, ,10.000000000000000,GREEN,NONE,38.891871000000002,-77.010136000000003, ,,,,HV,1900.000000000000000,1900.000000000000000,136002.967000000000000,399120.663999999990000
80,81.000000000000000,124.000000000000000,1.000000000000000,ACORN STYLE POST TOP MOUNTED STREET LIGHT,Capitol Hill,CAPITOL BUILDING ENTRANCE DRIVEWAY - CONSTITUTION AVE NW,ACORN,1.000000000000000,100.000000000000000,METAL HALIDE,M90R MP100/U/MED,POLE, ,10.000000000000000,GREEN,NONE,38.891888000000002,-77.009754999999998, ,,,,HV,1900.000000000000000,1900.000000000000000,136004.850000000010000,399153.717000000000000
81,82.000000000000000,125.000000000000000,1.000000000000000,ACORN STYLE POST TOP MOUNTED STREET LIGHT,Capitol Hill,CAPITOL BUILDING GROUNDS WALKWAY - CONSTITUTION AVE NW,ACORN,1.000000000000000,100.000000000000000,METAL HALIDE,M90R MP100/U/MED,POLE, ,10.000000000000000,GREEN,NONE,38.891514000000001,-77.009209999999996, ,,,,HV,1900.000000000000000,1900.000000000000000,135963.328000000010000,399200.994000000010000
82,83.000000000000000,126.000000000000000,14.000000000000000,CUSTOM HISTORICAL ACORN STYLE POST TOP MOUNTED STREET LIGHT,Capitol Hill,CONSTITUTION AVE NW,ACORN,1.000000000000000,100.000000000000000,METAL HALIDE,M90R MP100/U/MED,POLE, ,10.000000000000000,BRONZE,NONE,38.891964000000002,-77.009293000000000, ,,,,HV,1900.000000000000000,1900.000000000000000,136013.283000000000000,399193.799000000000000
83,84.000000000000000,127.000000000000000,1.000000000000000,ACORN STYLE POST TOP MOUNTED STREET LIGHT,Capitol Hill,CAPITOL BUILDING ENTRANCE DRIVEWAY - CONSTITUTION AVE NW,ACORN,1.000000000000000,100.000000000000000,METAL HALIDE,M90R MP100/U/MED,POLE, ,10.000000000000000,GREEN,NONE,38.891807000000000,-77.009354999999999, ,,,,HV,1900.000000000000000,1900.000000000000000,135995.855000000010000,399188.418000000010000
84,85.000000000000000,128.000000000000000,14.000000000000000,CUSTOM HISTORICAL ACORN STYLE POST TOP MOUNTED STREET LIGHT,Capitol Hill,CAPITOL BUILDING ENTRANCE DRIVEWAY - CONSTITUTION AVE NW,ACORN,1.000000000000000,100.000000000000000,METAL HALIDE,M90R MP100/U/MED,POLE, ,8.000000000000000,BRONZE,SIGN,38.891894999999998,-77.009116000000006, ,,,,HV,1900.000000000000000,1900.000000000000000,136005.622000000000000,399209.152999999990000
85,86.000000000000000,129.000000000000000,1.000000000000000,ACORN STYLE POST TOP MOUNTED STREET LIGHT,Capitol Hill,CAPITOL BUILDING ENTRANCE DRIVEWAY - CONSTITUTION AVE NW,ACORN,1.000000000000000,100.000000000000000,METAL HALIDE,M100R MVR100/U/MED,POLE, ,10.000000000000000,GREEN,NONE,38.891564000000002,-77.009058999999993, ,,,,HV,1900.000000000000000,1900.000000000000000,135968.878000000000000,399214.093999999980000
86,87.000000000000000,130.000000000000000,1.000000000000000,ACORN STYLE POST TOP MOUNTED STREET LIGHT,Capitol Hill,CAPITOL BUILDING ENTRANCE DRIVEWAY - CONSTITUTION AVE NE,ACORN,1.000000000000000,100.000000000000000,METAL HALIDE,M90R MP100/U/MED,POLE, ,10.000000000000000,GREEN,NONE,38.891697000000001,-77.008854999999997, ,,,,HV,1900.000000000000000,1900.000000000000000,135983.640000000010000,399231.793999999990000
87,88.000000000000000,132.000000000000000,14.000000000000000,CUSTOM HISTORICAL ACORN STYLE POST TOP MOUNTED STREET LIGHT,Capitol Hill,CAPITOL BUILDING ENTRANCE DRIVEWAY - CONSTITUTION AVE NE,ACORN,1.000000000000000,100.000000000000000,METAL HALIDE,M90R MP100/U/MED,POLE, ,8.000000000000000,BRONZE,NONE,38.891801999999998,-77.008353000000000, ,,,,HV,1900.000000000000000,1900.000000000000000,135995.291999999990000,399275.344999999970000
88,89.000000000000000,133.000000000000000,2.000000000000000,ACORN STYLE POST TOP MOUNTED STREET LIGHT,Capitol Hill,CAPITOL BUILDING ENTRANCE DRIVEWAY - CONSTITUTION AVE NE,ACORN,1.000000000000000,150.000000000000000,METAL HALIDE,M150 C/L M102/U,POLE, ,15.000000000000000,GREEN,NONE,38.891506999999997,-77.008506999999994, ,,,,HV,1900.000000000000000,1900.000000000000000,135962.545000000010000,399261.982000000020000
89,90.000000000000000,134.000000000000000,1.000000000000000,ACORN STYLE POST TOP MOUNTED STREET LIGHT,Capitol Hill,CAPITOL BUILDING ENTRANCE DRIVEWAY - CONSTITUTION AVE NE,ACORN,1.000000000000000,100.000000000000000,METAL HALIDE,M90R MP100/U/MED,POLE, ,10.000000000000000,GREEN,NONE,38.891081000000000,-77.008447000000004, ,,,,HV,1900.000000000000000,1900.000000000000000,135915.255999999990000,399267.183000000020000
90,91.000000000000000,135.000000000000000,1.000000000000000,ACORN STYLE POST TOP MOUNTED STREET LIGHT,Capitol Hill,CAPITOL BUILDING ENTRANCE DRIVEWAY - CONSTITUTION AVE NE,ACORN,1.000000000000000,100.000000000000000,METAL HALIDE,M90R MP100/U/MED,POLE, ,10.000000000000000,GREEN,NONE,38.890889999999999,-77.008519000000007, ,,,,HV,1900.000000000000000,1900.000000000000000,135894.054000000000000,399260.935000000000000
91,92.000000000000000,140.000000000000000,1.000000000000000,ACORN STYLE POST TOP MOUNTED STREET LIGHT,Capitol Hill,CAPITOL GROUNDS WALKWAY NEAR REAR ENTRANCE - INDEPENDENCE AVE SW SIDE,ACORN,1.000000000000000,100.000000000000000,METAL HALIDE,M90R MP100/U/MED,POLE, ,10.000000000000000,GREEN,NONE,38.888742999999998,-77.008527999999998, ,,,,HV,1900.000000000000000,1900.000000000000000,135655.720000000000000,399260.131999999980000
92,93.000000000000000,141.000000000000000,2.000000000000000,ACORN STYLE POST TOP MOUNTED STREET LIGHT,Capitol Hill,FIRST ST SW ROTUNDA,ACORN,1.000000000000000,150.000000000000000,METAL HALIDE,M150 C/L M102/U,POLE, ,10.000000000000000,LIGHT GREY,SIGN,38.888742000000001,-77.012029999999996, ,,,,HV,1900.000000000000000,1900.000000000000000,135655.643000000010000,398956.306999999970000
93,94.000000000000000,142.000000000000000,2.000000000000000,ACORN STYLE POST TOP MOUNTED STREET LIGHT,Capitol Hill,FIRST ST SW ROTUNDA,ACORN,1.000000000000000,150.000000000000000,METAL HALIDE,M150 C/L M102/U,POLE, ,10.000000000000000,LIGHT GREY,NONE,38.888984999999998,-77.011934999999994, ,,,,HV,1900.000000000000000,1900.000000000000000,135682.617000000000000,398964.552000000030000
94,95.000000000000000,143.000000000000000,2.000000000000000,ACORN STYLE POST TOP MOUNTED STREET LIGHT,Capitol Hill,FIRST ST SW ROTUNDA,ACORN,1.000000000000000,150.000000000000000,METAL HALIDE,M150 C/L M102/U,POLE, ,10.000000000000000,LIGHT GREY,NONE,38.889187999999997,-77.012033000000002, ,,,,HV,1900.000000000000000,1900.000000000000000,135705.152999999990000,398956.053000000010000
95,96.000000000000000,144.000000000000000,2.000000000000000,ACORN STYLE POST TOP MOUNTED STREET LIGHT,Capitol Hill,FIRST ST BETWEEN ROTUNDAS,ACORN,1.000000000000000,150.000000000000000,METAL HALIDE,M150 C/L M102/U,POLE, ,10.000000000000000,LIGHT GREY,SIGN,38.889350000000000,-77.012342000000004, ,,,,HV,1900.000000000000000,1900.000000000000000,135723.140000000010000,398929.246999999970000
96,97.000000000000000,145.000000000000000,2.000000000000000,ACORN STYLE POST TOP MOUNTED STREET LIGHT,Capitol Hill,FIRST ST BETWEEN ROTUNDAS,ACORN,1.000000000000000,150.000000000000000,METAL HALIDE,M150 C/L M102/U,POLE, ,10.000000000000000,LIGHT GREY,NONE,38.889816000000003,-77.012141000000000, ,,,,HV,1900.000000000000000,1900.000000000000000,135774.867000000000000,398946.691999999980000
97,98.000000000000000,146.000000000000000,2.000000000000000,ACORN STYLE POST TOP MOUNTED STREET LIGHT,Capitol Hill,FIRST ST BETWEEN ROTUNDAS,ACORN,1.000000000000000,150.000000000000000,METAL HALIDE,M150 C/L M102/U,POLE, ,10.000000000000000,LIGHT GREY,SIGN,38.890270000000001,-77.012339999999995, ,,,,HV,1900.000000000000000,1900.000000000000000,135825.266999999990000,398929.435000000000000
98,99.000000000000000,147.000000000000000,2.000000000000000,ACORN STYLE POST TOP MOUNTED STREET LIGHT,Capitol Hill,FIRST ST NW ROTUNDA,ACORN,1.000000000000000,150.000000000000000,METAL HALIDE,M150 C/L M102/U,POLE, ,10.000000000000000,LIGHT GREY,SIGN,38.890439999999998,-77.012037000000007, ,,,,HV,1900.000000000000000,1900.000000000000000,135844.135000000010000,398955.723999999990000
99,100.000000000000000,148.000000000000000,2.000000000000000,ACORN STYLE POST TOP MOUNTED STREET LIGHT,Capitol Hill,FIRST ST NW ROTUNDA,ACORN,1.000000000000000,150.000000000000000,METAL HALIDE,M150 C/L M102/U,POLE, ,10.000000000000000,LIGHT GREY,SIGN,38.890649000000003,-77.011942000000005, ,,,,HV,1900.000000000000000,1900.000000000000000,135867.334000000000000,398963.968999999980000
100,101.000000000000000,149.000000000000000,0.000000000000000,POLE BASE,Capitol Hill,FIRST ST NW ROTUNDA, ,0.000000000000000,0.000000000000000, , ,BASE, ,0.000000000000000, , ,38.890915999999997,-77.012023999999997, ,,,,HV,1900.000000000000000,1900.000000000000000,135896.973999999990000,398956.859000000000000
101,102.000000000000000,150.000000000000000,0.000000000000000,HISTORICAL CUSTOM DECORATIVE LENSED RECTANGLE LIGHT MOUNTED ON COLUMN,Capitol Hill,CAPITOL GROUNDS WALKWAY - FIRST ST NW,CUSTOM LENSED RECTANGLE,1.000000000000000,100.000000000000000,METAL HALIDE,M90 MP100/U/MED,COLUMN, ,10.000000000000000,BRONZE,NONE,38.891292999999997,-77.011903000000004, ,,,,HV,1900.000000000000000,1900.000000000000000,135938.823000000000000,398967.362000000020000
102,103.000000000000000,151.000000000000000,0.000000000000000,HISTORICAL CUSTOM DECORATIVE LENSED RECTANGLE LIGHT MOUNTED ON COLUMN,Capitol Hill,CAPITOL GROUNDS WALKWAY - FIRST ST NW,CUSTOM LENSED RECTANGLE,1.000000000000000,100.000000000000000,METAL HALIDE,M90 MP100/U/MED,COLUMN, ,10.000000000000000,BRONZE,NONE,38.891224000000001,-77.011802000000003, ,,,,HV,1900.000000000000000,1900.000000000000000,135931.162000000010000,398976.123000000020000
103,104.000000000000000,152.000000000000000,0.000000000000000,HISTORICAL CUSTOM DECORATIVE LENSED RECTANGLE LIGHT MOUNTED ON COLUMN,Capitol Hill,CAPITOL GROUNDS WALKWAY - FIRST ST NW,CUSTOM LENSED RECTANGLE,1.000000000000000,100.000000000000000,METAL HALIDE,M90 MP100/U/MED,COLUMN, ,10.000000000000000,BRONZE,NONE,38.891058999999998,-77.011666000000005, ,,,,HV,1900.000000000000000,1900.000000000000000,135912.844000000010000,398987.918999999990000
104,105.000000000000000,153.000000000000000,0.000000000000000,HISTORICAL CUSTOM DECORATIVE LENSED RECTANGLE LIGHT MOUNTED ON COLUMN,Capitol Hill,CAPITOL GROUNDS WALKWAY - FIRST ST NW,CUSTOM LENSED RECTANGLE,1.000000000000000,100.000000000000000,METAL HALIDE,M90 MP100/U/MED,COLUMN, ,10.000000000000000,BRONZE,NONE,38.890897000000002,-77.011899000000000, ,,,,HV,1900.000000000000000,1900.000000000000000,135894.864000000000000,398967.702999999980000
105,106.000000000000000,154.000000000000000,0.000000000000000,HISTORICAL CUSTOM DECORATIVE LENSED RECTANGLE LIGHT MOUNTED ON COLUMN,Capitol Hill,CAPITOL GROUNDS WALKWAY - FIRST ST NW,CUSTOM LENSED RECTANGLE,1.000000000000000,100.000000000000000,METAL HALIDE,M90 MP100/U/MED,COLUMN, ,8.000000000000000,BRONZE,NONE,38.890562000000003,-77.011831000000001, ,,,,HV,1900.000000000000000,1900.000000000000000,135857.674999999990000,398973.598000000000000
106,107.000000000000000,156.000000000000000,0.000000000000000,HISTORICAL CUSTOM DECORATIVE LENSED RECTANGLE LIGHT MOUNTED ON COLUMN,Capitol Hill,CAPITOL GROUNDS WALKWAY - FIRST ST NW,CUSTOM LENSED RECTANGLE,1.000000000000000,100.000000000000000,METAL HALIDE,M90 MP100/U/MED,COLUMN, ,8.000000000000000,BRONZE,NONE,38.890467999999998,-77.011880000000005, ,,,,HV,1900.000000000000000,1900.000000000000000,135847.241000000010000,398969.344999999970000
